question,answer,abs_id,Inquiry Type,Extra Condition,Investigation Target,biocategory,biosubcategory
"In the context of fatty acid elongation in Arabidopsis, does the 3-ketoacyl-CoA synthase (KCS) enzyme encoded by the At1g71160 gene exhibit enzymatic activity when utilizing acyl-CoA substrates with chain lengths ranging from C16 to C20?",No,PMID:16765910,Normal,Natural,Interaction,Metabolism,Lipid metabolism
"In the context of glucose-stimulated insulin secretion in beta-cells, does the amplifying pathway, which enhances the efficacy of Ca2+ on exocytosis of insulin granules, require the activation of protein kinases A and C to facilitate an increase in insulin secretion in response to elevated glucose concentrations?",No,PMID:11078440,Normal,Natural,Function,Human Diseases,Endocrine and metabolic disease
"In the context of Escherichia coli, does the EvgA protein exhibit binding capabilities at regions outside of the -52 to -84 nucleotide sequence of the emrKY promoter?",No,PMID:10923791,Normal,Natural,Interaction,Environmental Information Processing,Signal transduction
"In the context of tumour necrosis factor (TNF)-induced necroptosis, is the localization of mixed lineage kinase domain-like protein (MLKL) to the cell plasma membrane a necessary condition for the influx of calcium ions (Ca(2+))?",Yes,PMID:24316671,Normal,Natural,Function,Cellular Processes,Cell growth and death
"In the context of Fas-mediated apoptosis, does the death domain of the FADD protein act as an inhibitor of Fas-induced apoptosis?",Yes,PMID:9215629,Normal,Natural,Function,Metabolism,Metabolism of terpenoids and polyketides
"In the context of energy balance regulation, does the anorexigenic hormone leptin inhibit the activity of adenosine monophosphate-activated protein kinase (AMPK) in the arcuate and paraventricular regions of the hypothalamus?",Yes,PMID:15058305,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of high-risk human papillomavirus (HR HPV) E6 oncoprotein's interaction with host cell proteins, are the R3H protein domains within the NFX1-123 protein essential for the augmentation of Notch1 expression when coexpressed with HR HPV16 E6 (16E6)?",Yes,PMID:24109236,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of synaptic modulation, do metabotropic GABAB receptors function to increase the synaptic glutamate signal by regulating presynaptic release mechanisms?",No,PMID:21376567,Normal,Natural,Single,Organismal Systems,Nervous system
"In the context of oxidative stress responses, does protein kinase C epsilon (PKCepsilon) play a role in the activation of protein kinase D (PKD) and subsequent induction of the transcription factor NF-kappaB (nuclear factor kappaB)?",No,PMID:15024053,Normal,Natural,Single,Human Diseases,Cancer: overview
"In the context of colorectal cancer cells, does the binding of 13-S-hydroxyoctadecadienoic acid (13-S-HODE) to peroxisome proliferator-activated receptor delta (PPAR-delta) result in increased activation of PPAR-delta?",No,PMID:12909723,Normal,Natural,Single,Metabolism,Lipid metabolism
"In the context of protein kinase C-beta (PKC-beta) activation of tyrosinase in human melanocytes, does PKC-beta, a serine/threonine kinase, phosphorylate threonine residues within the cytoplasmic domain of tyrosinase?",No,PMID:10347209,Normal,Natural,Single,Organismal Systems,Endocrine system
"In Pseudomonas putida F1, does the cymR-encoded repressor, which regulates the expression of both the cym and cmt operons, become inducible in the presence of p-cymene?",No,PMID:9150211,Normal,Natural,Single,Metabolism,Xenobiotics biodegradation and metabolism
"In the context of cell cycle regulation, does the presence of p27 lead to an inhibition of cyclin A/Cdk2 kinase activity?",Yes,PMID:14747563,Normal,Natural,Single,Human Diseases,Cancer: overview
"In the context of the cyanobacterium Synechococcus elongatus PCC 7942, does the histidine protein kinase (HPK) domain of the cikA gene product successfully facilitate phosphorelay to the cryptic receiver domain?",No,PMID:12626498,Normal,Natural,Interaction,Environmental Information Processing,Signal transduction
"In the context of parathyroid hormone (PTH)-induced expression of matrix metalloproteinase 13 (MMP13), is the interaction between c-Jun and c-Fos with Cbfa/Runt proteins necessary for enhanced transcriptional activity of the mmp13 promoter in osteosarcoma cells and fibroblasts?",Yes,PMID:11274169,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of cell cycle regulation and carcinogenesis, does the expression of the human cytomegalovirus (HCMV) pp71 protein contribute to the transformation of primary cells?",No,PMID:15352160,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of growth hormone-releasing hormone (GHRH) stimulation of growth hormone (GH) gene expression in anterior pituitary somatotrophs, is CREB binding protein (CBP) the direct target of phosphorylation by protein kinase A (PKA) in the cAMP-mediated signal-transduction pathway?",Yes,PMID:10525051,Normal,Natural,Single,Organismal Systems,Endocrine system
"In the context of Herpes simplex virus type 2 (HSV-2) infection, does the secreted glycoprotein G (SgG) from HSV-2 enhance chemotaxis in vitro, as measured through cell migration and signaling assays?",Yes,PMID:22319442,Normal,Natural,Function,Environmental Information Processing,Signaling molecules and interaction
"In the context of the bacterium Alcaligenes defragrans NKNTAU's taurine oxidation process, does the enzyme sulphoacetaldehyde acetyltransferase (Xsc) require the presence of thiamin diphosphate to exhibit its catalytic activity, specifically in the conversion of 2-sulphoacetaldehyde into sulphite and acetyl phosphate?",Yes,PMID:12358600,Normal,Natural,Single,Metabolism,Metabolism of other amino acids
"In the context of protein kinase C-beta (PKC-beta) activation of tyrosinase in human melanocytes, are serine residues other than those located at positions 505 and 509 in the cytoplasmic domain of tyrosinase phosphorylated by PKC-beta?",No,PMID:10347209,Normal,Natural,Single,Organismal Systems,Endocrine system
"In Bacillus subtilis, are the yckG and yckF genes, which express enzymatic activities of 3-hexulose-6-phosphate synthase (HPS) and 6-phospho-3-hexuloisomerase (PHI) respectively, induced by the presence of formate?",No,PMID:10572115,Normal,Natural,Single,Metabolism,Carbohydrate metabolism
"In U2OS-hGR osteosarcoma cells, does the glucocorticoid receptor (GR)-dependent induction of insulin-like growth factor-binding protein 1 (IGFBP1) mRNA require the presence of the Mediator subunit MED1?",No,PMID:16239257,Normal,Natural,Single,,
"In the context of transforming growth factor-beta (TGFbeta) and Wnt/wingless signaling pathways, does the TGFbeta-dependent activation of lymphoid enhancer binding factor 1/T cell-specific factor (LEF1/TCF) target genes necessitate the binding of beta-catenin to LEF1/TCF for transcriptional regulation to occur?",No,PMID:10890911,Normal,Natural,Single,Cellular Processes,Cellular community - eukaryotes
"In the context of transforming growth factor beta-1 (TGFbeta1) signaling and its effects on the Snail transcription factor, does the induction of Snail promoter by oncogenic H-Ras (V12Ras) require the activation of both mitogen-activated protein kinase (MAPK) and phosphatidylinositol 3-kinase (PI3K) signaling pathways?",Yes,PMID:12665527,Normal,Natural,Single,Cellular Processes,Cellular community - eukaryotes
"In the context of C-1027 biosynthesis, does the enzyme SgcC exhibit catalytic activity in the absence of SgcC2 (peptidyl carrier protein)-tethered substrates?",No,PMID:18426211,Normal,Natural,Single,Metabolism,Metabolism of terpenoids and polyketides
"In the context of chemokine-mediated cell migration, can peripheral T cells derived from mice with loss-of-function mutations in both PLCbeta2 and PLCbeta3 isoforms exhibit normal chemotactic responses compared to those derived from wild-type mice?",No,PMID:17675482,Normal,Natural,Function,Organismal Systems,Immune system
"In the context of enteric bacterial pathogens, does the type III effector EspH inactivate the host Rho GTPase signalling pathway by specifically targeting the Rho guanine nucleotide exchange factor (RhoGEF) level?",Yes,PMID:20300064,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In the context of basal cell carcinomas (BCCs), is there a significant association between the presence of nuclear beta-catenin and elevated levels of cellular proliferation?",Yes,PMID:15270885,Normal,Natural,Function,Human Diseases,Cancer: specific types
"In the context of lipid metabolism and atherosclerosis development, does the presence of sortilin in macrophages lead to the internalization of low-density lipoprotein (LDL)?",Yes,PMID:27312323,Normal,Natural,Function,Organismal Systems,Digestive system
"In the context of Hedgehog signaling, is the soluble SCUBE-SHH complex capable of directly initiating signaling through the SHH receptor, Patched1 (PTCH1), without the involvement of additional molecular intermediates?",No,PMID:33038332,Normal,Natural,Interaction,Environmental Information Processing,Signal transduction
"In the context of hydrogen sulfide (H2S) production via the cystathionine beta-synthase enzyme (CBS), does S-adenosylmethionine (AdoMet) have a stimulatory effect on the beta-replacement reaction that produces H2S?",Yes,PMID:15520012,Normal,Natural,Function,Metabolism,Amino acid metabolism
"In the context of Eucalyptus camaldulensis, does the enzyme EcDQD/SDH1 possess the ability to catalyze the NADP+-dependent oxidation of 3-dehydroshikimate, resulting in the production of gallate?",No,PMID:33346890,Normal,Natural,Function,Metabolism,Biosynthesis of other secondary metabolites
"In the context of pain hypersensitivity and neurogenic inflammation, can the endogenous alpha,beta-unsaturated aldehyde 4-hydroxy-2-nonenal (HNE), which is produced in response to tissue injury, inflammation, and oxidative stress, directly activate the transient receptor potential ankyrin 1 (TRPA1) channels on nociceptive neurons?",Yes,PMID:17684094,Normal,Natural,Single,Organismal Systems,Sensory system
"In the context of monobactam biosynthesis, can Chromobacterium violaceum utilize the sulfur-containing amino acid methionine as a source of sulfur for the production of monobactams?",No,PMID:6859838,Normal,Natural,Function,Metabolism,Biosynthesis of other secondary metabolites
"In the context of investigating the molecular mechanism underlying herpes simplex virus type-2 ribonucleotide reductase's (HSV-2 R1) protection against apoptosis, does the Epstein-Barr virus (EBV) R1 subunit interact with caspase-8, a key component in death receptor-mediated signaling pathways?",No,PMID:21107701,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the biosynthesis pathway of 3-Amino-4-hydroxybenzoic acid (3,4-AHBA), does the enzymatic conversion of 2-amino-4,5-dihydroxy-6-one-heptanoic acid-7-phosphate to 3,4-AHBA, as catalyzed by GriH, require the presence of a manganese (Mn2+) ion cofactor?",Yes,PMID:17003031,Normal,Natural,Function,Metabolism,Biosynthesis of other secondary metabolites
"In the context of Hepatitis C Virus (HCV) core protein regulation, does the mature form (amino acids 1-173) of the core protein, when localized to the nucleus, lead to an enhancement of p21 expression?",No,PMID:12056797,Normal,Natural,Single,Human Diseases,Infectious disease: viral
